Path,File,Song,Type,Difficulty,Rating,NPS,Peak NPS,% Under .5x NPS,% Over 2x NPS,% Over 3x NPS,% Over 4x NPS,Total Steps,L,D,U,R,L,D,U,R,%L,%D,%U,%R,%L,%D,%U,%R
"C:\Games\StepMania 5\Songs\Sudziosis 5\Cicadidae","Cicadidae.sm","Cicadidae","dance-double","Medium",9,4.99075025693731,16,0.0345963756177924,0.042833607907743,0.00329489291598023,0,607,27,72,51,158,170,52,55,22,0.0444810543657331,0.118616144975288,0.0840197693574959,0.260296540362438,0.28006589785832,0.085667215815486,0.0906095551894563,0.0362438220757825,
"C:\Games\StepMania 5\Songs\Sudziosis 5\Cicadidae","Cicadidae.sm","Cicadidae","dance-double","Easy",5,2.76543209876543,8,0.0505952380952381,0.0327380952380952,0,0,336,17,35,34,88,88,26,36,12,0.0505952380952381,0.104166666666667,0.101190476190476,0.261904761904762,0.261904761904762,0.0773809523809524,0.107142857142857,0.0357142857142857,
"C:\Games\StepMania 5\Songs\Sudziosis 5\Border Line","Border Line.sm","Border Line","dance-double","Challenge",10,5.77055555234969,18.1333526755792,0.0196399345335516,0,0.00654664484451719,0,611,35,75,69,134,140,62,68,28,0.0572831423895254,0.122749590834697,0.112929623567921,0.219312602291326,0.229132569558101,0.101472995090016,0.111292962356792,0.0458265139116203,
"C:\Games\StepMania 5\Songs\Sudziosis 5\Border Line","Border Line.sm","Border Line","dance-double","Hard",9,4.37540982889277,9.06667633778841,0.0106157112526539,0.225053078556263,0,0,471,25,43,37,101,127,62,47,29,0.0530785562632696,0.0912951167728238,0.0785562632696391,0.214437367303609,0.26963906581741,0.131634819532909,0.0997876857749469,0.0615711252653928,
"C:\Games\StepMania 5\Songs\Sudziosis 5\Border Line","Border Line.sm","Border Line","dance-double","Medium",7,3.22999999820556,9.06667633778841,0.0087719298245614,0.0350877192982456,0,0,342,22,41,37,80,83,28,32,19,0.064327485380117,0.119883040935673,0.108187134502924,0.233918128654971,0.242690058479532,0.0818713450292398,0.0935672514619883,0.0555555555555556,
"C:\Games\StepMania 5\Songs\Sudziosis 5\Border Line","Border Line.sm","Border Line","dance-double","Easy",4,1.99277777667068,4.53333816889421,0.018957345971564,0.0568720379146919,0,0,211,13,23,15,44,50,21,29,16,0.0616113744075829,0.109004739336493,0.0710900473933649,0.208530805687204,0.23696682464455,0.0995260663507109,0.137440758293839,0.0758293838862559,
"C:\Games\StepMania 5\Songs\Sudziosis 5\ASAKAGE","ASAKAGE.sm","ASAKAGE","dance-double","Challenge",12,7.2065822614528,22.9334128358317,0.0392749244712991,0.0120845921450151,0.00604229607250755,0,993,55,113,101,214,230,121,100,59,0.0553877139979859,0.113796576032226,0.10171198388721,0.215508559919436,0.231621349446123,0.121852970795569,0.100704934541793,0.0594159113796576,
"C:\Games\StepMania 5\Songs\Sudziosis 5\ASAKAGE","ASAKAGE.sm","ASAKAGE","dance-double","Hard",9,4.9195225857738,11.4667064179191,0.00894187779433681,0.0715350223546945,0,0,671,49,84,81,173,156,50,55,23,0.0730253353204173,0.125186289120715,0.120715350223547,0.257824143070045,0.232488822652757,0.0745156482861401,0.0819672131147541,0.0342771982116244,
"C:\Games\StepMania 5\Songs\Sudziosis 5\ASAKAGE","ASAKAGE.sm","ASAKAGE","dance-double","Medium",6,3.25130800919522,5.73335320895816,0.00669642857142857,0,0,0,448,28,48,53,108,107,46,37,21,0.0625,0.107142857142857,0.118303571428571,0.241071428571429,0.238839285714286,0.102678571428571,0.0825892857142857,0.046875,
"C:\Games\StepMania 5\Songs\Sudziosis 5\ASAKAGE","ASAKAGE.sm","ASAKAGE","dance-double","Easy",3,1.74902953173225,5.73333677333535,0.004149377593361,0,0.016597510373444,0,241,16,26,25,63,61,24,17,9,0.0663900414937759,0.107883817427386,0.103734439834025,0.261410788381743,0.253112033195021,0.0995850622406639,0.0705394190871369,0.037344398340249,
"C:\Games\StepMania 5\Songs\Sudziosis 5\Alive (Vonikk Remix)","Alive (Vonikk Remx).sm","Alive","dance-double","Challenge",11,5.42506216217061,17.0668851227957,0.0261136712749616,0.0184331797235023,0.00614439324116743,0,651,35,74,67,149,134,85,68,39,0.0537634408602151,0.113671274961598,0.102918586789555,0.228878648233487,0.205837173579109,0.130568356374808,0.104454685099846,0.0599078341013825,
"C:\Games\StepMania 5\Songs\Sudziosis 5\Alive (Vonikk Remix)","Alive (Vonikk Remx).sm","Alive","dance-double","Hard",8,4.26671555611575,8.53336974237851,0.04296875,0,0,0,512,23,50,54,124,122,49,61,29,0.044921875,0.09765625,0.10546875,0.2421875,0.23828125,0.095703125,0.119140625,0.056640625,
"C:\Games\StepMania 5\Songs\Sudziosis 5\Alive (Vonikk Remix)","Alive (Vonikk Remx).sm","Alive","dance-double","Medium",5,2.5500292190848,4.26666666666667,0.00326797385620915,0,0,0,306,21,30,35,61,73,29,38,19,0.0686274509803922,0.0980392156862745,0.11437908496732,0.199346405228758,0.238562091503268,0.0947712418300654,0.124183006535948,0.0620915032679739,
"C:\Games\StepMania 5\Songs\Sudziosis 5\Alive (Vonikk Remix)","Alive (Vonikk Remx).sm","Alive","dance-double","Easy",3,1.37501575538886,2.13447171824977,0,0,0,0,165,0,19,21,51,42,16,16,0,0,0.115151515151515,0.127272727272727,0.309090909090909,0.254545454545455,0.096969696969697,0.096969696969697,0,
"C:\Games\StepMania 5\Songs\Sudziosis 5\1980 Retro","1980 Retro.sm","1980 Retro","dance-double","Challenge",10,5.87535342434256,16.0676125134576,0.0621621621621622,0.0824324324324324,0,0,740,49,128,82,164,159,65,61,32,0.0662162162162162,0.172972972972973,0.110810810810811,0.221621621621622,0.214864864864865,0.0878378378378378,0.0824324324324324,0.0432432432432432,
"C:\Games\StepMania 5\Songs\Sudziosis 5\1980 Retro","1980 Retro.sm","1980 Retro","dance-double","Hard",9,4.38269606788796,8.00320128051322,0.0507246376811594,0,0,0,552,28,48,57,123,140,66,59,31,0.0507246376811594,0.0869565217391304,0.103260869565217,0.222826086956522,0.253623188405797,0.119565217391304,0.106884057971014,0.0561594202898551,
"C:\Games\StepMania 5\Songs\Sudziosis 5\1980 Retro","1980 Retro.sm","1980 Retro","dance-double","Medium",6,3.09647004796432,8.0032012805122,0.0256410256410256,0.00512820512820513,0,0,390,22,42,44,75,96,41,46,24,0.0564102564102564,0.107692307692308,0.112820512820513,0.192307692307692,0.246153846153846,0.105128205128205,0.117948717948718,0.0615384615384615,
"C:\Games\StepMania 5\Songs\Sudziosis 5\1980 Retro","1980 Retro.sm","1980 Retro","dance-double","Easy",4,1.61175235829938,2.00270364992741,0.0443349753694581,0,0,0,203,9,23,20,47,55,22,17,10,0.0443349753694581,0.113300492610837,0.0985221674876847,0.231527093596059,0.270935960591133,0.108374384236453,0.083743842364532,0.0492610837438424,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Warlords of Atlantis","Warlords of Atlantis.sm","Warlords of Atlantis","dance-double","Challenge",11,6.35833332450231,14.0001120008965,0.0703363914373089,0.0275229357798165,0,0,654,29,76,67,161,151,75,61,34,0.0443425076452599,0.116207951070336,0.102446483180428,0.246177370030581,0.230886850152905,0.114678899082569,0.0932721712538226,0.0519877675840979,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Warlords of Atlantis","Warlords of Atlantis.sm","Warlords of Atlantis","dance-double","Hard",9,4.63749999355903,9.33340800059768,0.0125786163522013,0.243186582809224,0,0,477,15,58,55,128,131,45,31,14,0.0314465408805031,0.121593291404612,0.115303983228512,0.268343815513627,0.274633123689727,0.0943396226415094,0.0649895178197065,0.0293501048218029,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Warlords of Atlantis","Warlords of Atlantis.sm","Warlords of Atlantis","dance-double","Medium",5,2.67361110739776,4.6666822222743,0.0109090909090909,0,0,0,275,8,32,31,76,81,26,15,6,0.0290909090909091,0.116363636363636,0.112727272727273,0.276363636363636,0.294545454545455,0.0945454545454545,0.0545454545454545,0.0218181818181818,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Warlords of Atlantis","Warlords of Atlantis.sm","Warlords of Atlantis","dance-double","Easy",3,1.76944444198688,3.11111664198517,0.0164835164835165,0,0,0,182,7,26,16,40,50,22,16,5,0.0384615384615385,0.142857142857143,0.0879120879120879,0.21978021978022,0.274725274725275,0.120879120879121,0.0879120879120879,0.0274725274725275,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Wages of Sin","Wages of Sin.sm","Wages of Sin","dance-double","Challenge",11,5.83498349284773,17.000153001378,0.0659340659340659,0.0206043956043956,0,0,728,44,98,78,154,168,85,59,42,0.0604395604395604,0.134615384615385,0.107142857142857,0.211538461538462,0.230769230769231,0.116758241758242,0.081043956043956,0.0576923076923077,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Wages of Sin","Wages of Sin.sm","Wages of Sin","dance-double","Hard",8,4.56058462559115,11.3333711112374,0.0246045694200351,0.0246045694200351,0,0,569,22,74,70,132,130,61,59,21,0.0386643233743409,0.130052724077329,0.123022847100176,0.231985940246046,0.228471001757469,0.107205623901582,0.103690685413005,0.0369068541300527,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Wages of Sin","Wages of Sin.sm","Wages of Sin","dance-double","Medium",6,2.82932578705391,5.66668555561869,0.0084985835694051,0.269121813031161,0,0,353,13,42,41,83,92,37,33,12,0.0368271954674221,0.118980169971671,0.11614730878187,0.235127478753541,0.260623229461756,0.104815864022663,0.0934844192634561,0.0339943342776204,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Wages of Sin","Wages of Sin.sm","Wages of Sin","dance-double","Easy",3,1.47477604764283,2.83333475000076,0.0217391304347826,0,0,0,184,12,13,24,38,42,20,24,11,0.0652173913043478,0.0706521739130435,0.130434782608696,0.206521739130435,0.228260869565217,0.108695652173913,0.130434782608696,0.0597826086956522,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Twin Ferrets","Ferret.sm","Twin Ferrets","dance-double","Challenge",11,6.21668545432685,17.2001582414567,0.0394321766561514,0.0883280757097792,0,0,634,34,70,66,145,152,80,60,27,0.0536277602523659,0.110410094637224,0.10410094637224,0.228706624605678,0.239747634069401,0.126182965299685,0.0946372239747634,0.0425867507886435,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Twin Ferrets","Ferret.sm","Twin Ferrets","dance-double","Hard",9,4.02025400043219,8.60000516000372,0.00731707317073171,0.124390243902439,0,0,410,17,45,55,93,96,39,45,20,0.0414634146341463,0.109756097560976,0.134146341463415,0.226829268292683,0.234146341463415,0.0951219512195122,0.109756097560976,0.0487804878048781,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Twin Ferrets","Ferret.sm","Twin Ferrets","dance-double","Medium",6,3.02989874666719,4.3000025800016,0.0194174757281553,0,0,0,309,15,31,37,71,76,31,37,11,0.0485436893203883,0.100323624595469,0.119741100323625,0.229773462783172,0.245954692556634,0.100323624595469,0.119741100323625,0.0355987055016181,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Twin Ferrets","Ferret.sm","Twin Ferrets","dance-double","Easy",2,1.31393667331198,4.3000025800016,0,0,0.0149253731343284,0,134,9,14,21,29,31,10,14,6,0.0671641791044776,0.104477611940299,0.156716417910448,0.216417910447761,0.23134328358209,0.0746268656716418,0.104477611940299,0.0447761194029851,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Theme of Zangief","Theme of Zangief.sm","Theme of Zangief","dance-double","Challenge",10,4.68126519921936,13.0000130000141,0.0833333333333333,0.225225225225225,0,0,444,24,52,39,104,108,54,36,27,0.0540540540540541,0.117117117117117,0.0878378378378378,0.234234234234234,0.243243243243243,0.121621621621622,0.0810810810810811,0.0608108108108108,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Theme of Zangief","Theme of Zangief.sm","Theme of Zangief","dance-double","Hard",7,3.19689543006029,8.6667128891355,0.00664451827242525,0.0132890365448505,0,0,301,10,36,34,70,76,28,33,14,0.0332225913621262,0.119601328903654,0.112956810631229,0.232558139534884,0.252491694352159,0.0930232558139535,0.109634551495017,0.0465116279069767,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Theme of Zangief","Theme of Zangief.sm","Theme of Zangief","dance-double","Medium",5,2.20915033040711,4.33333766667109,0.0192307692307692,0,0,0,208,11,24,23,43,49,25,19,14,0.0528846153846154,0.115384615384615,0.110576923076923,0.206730769230769,0.235576923076923,0.120192307692308,0.0913461538461538,0.0673076923076923,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Theme of Zangief","Theme of Zangief.sm","Theme of Zangief","dance-double","Easy",3,1.43382353175461,2.16666883333555,0.0148148148148148,0,0,0,135,5,16,17,32,33,14,14,4,0.037037037037037,0.118518518518519,0.125925925925926,0.237037037037037,0.244444444444444,0.103703703703704,0.103703703703704,0.0296296296296296,
"C:\Games\StepMania 5\Songs\Sudziosis 4\The Island (Madeon Remix)","The Island.sm","The Island","dance-double","Challenge",9,4.1513889234838,12.6000126000133,0.0163934426229508,0.34192037470726,0.00702576112412178,0,427,18,56,31,115,105,51,39,12,0.0421545667447307,0.131147540983607,0.0725995316159251,0.269320843091335,0.245901639344262,0.11943793911007,0.0913348946135831,0.0281030444964871,
"C:\Games\StepMania 5\Songs\Sudziosis 4\The Island (Madeon Remix)","The Island.sm","The Island","dance-double","Hard",8,3.52533937449172,8.4000436802275,0.0269541778975741,0.121293800539084,0,0,371,9,36,38,106,101,41,35,5,0.0242587601078167,0.0970350404312668,0.102425876010782,0.285714285714286,0.272237196765499,0.110512129380054,0.0943396226415094,0.0134770889487871,
"C:\Games\StepMania 5\Songs\Sudziosis 4\The Island (Madeon Remix)","The Island.sm","The Island","dance-double","Medium",6,2.6516129117794,8.40000840000836,0.0218978102189781,0,0.0072992700729927,0,274,5,37,24,67,81,32,19,9,0.0182481751824818,0.135036496350365,0.0875912408759124,0.244525547445255,0.295620437956204,0.116788321167883,0.0693430656934307,0.0328467153284672,
"C:\Games\StepMania 5\Songs\Sudziosis 4\The Island (Madeon Remix)","The Island.sm","The Island","dance-double","Easy",3,1.85806452212279,2.10000210000215,0.0364583333333333,0,0,0,192,4,23,18,50,51,19,20,7,0.0208333333333333,0.119791666666667,0.09375,0.260416666666667,0.265625,0.0989583333333333,0.104166666666667,0.0364583333333333,
"C:\Games\StepMania 5\Songs\Sudziosis 4\The Bonds of Melody 2011","The Bonds of Melody.sm","The Bonds of Melody 2011","dance-double","Challenge",12,6.49878258646793,17.3001401311372,0.058641975308642,0.0169753086419753,0,0,648,33,72,74,157,154,62,61,35,0.0509259259259259,0.111111111111111,0.114197530864198,0.242283950617284,0.237654320987654,0.095679012345679,0.0941358024691358,0.0540123456790123,
"C:\Games\StepMania 5\Songs\Sudziosis 4\The Bonds of Melody 2011","The Bonds of Melody.sm","The Bonds of Melody 2011","dance-double","Hard",8,3.87118839255651,11.5333602445079,0.0414507772020725,0.0466321243523316,0,0,386,19,44,60,91,86,30,37,19,0.0492227979274611,0.113989637305699,0.155440414507772,0.235751295336788,0.22279792746114,0.077720207253886,0.0958549222797927,0.0492227979274611,
"C:\Games\StepMania 5\Songs\Sudziosis 4\The Bonds of Melody 2011","The Bonds of Melody.sm","The Bonds of Melody 2011","dance-double","Medium",6,2.99866665641036,7.68890682967152,0.0468227424749164,0.020066889632107,0,0,299,14,34,40,67,70,28,31,15,0.0468227424749164,0.11371237458194,0.133779264214047,0.224080267558528,0.234113712374582,0.0936454849498328,0.103678929765886,0.0501672240802676,
"C:\Games\StepMania 5\Songs\Sudziosis 4\The Bonds of Melody 2011","The Bonds of Melody.sm","The Bonds of Melody 2011","dance-double","Easy",3,1.76203702051794,2.88334006112686,0.0511363636363636,0,0,0,176,11,14,24,36,42,19,22,8,0.0625,0.0795454545454545,0.136363636363636,0.204545454545455,0.238636363636364,0.107954545454545,0.125,0.0454545454545455,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Sweetness","Sweetness.sm","Sweetness","dance-double","Challenge",10,5.5383905224823,9.01120092274802,0.00594353640416048,0,0,0,673,38,75,74,171,158,71,57,29,0.0564635958395245,0.111441307578009,0.109955423476969,0.25408618127786,0.234769687964339,0.105497771173848,0.0846953937592868,0.0430906389301634,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Sweetness","Sweetness.sm","Sweetness","dance-double","Hard",7,3.62916823241411,9.01120092274744,0.00680272108843537,0.018140589569161,0,0,441,16,51,57,93,108,45,47,24,0.036281179138322,0.115646258503401,0.129251700680272,0.210884353741497,0.244897959183673,0.102040816326531,0.106575963718821,0.054421768707483,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Sweetness","Sweetness.sm","Sweetness","dance-double","Medium",5,2.12124964296409,4.50560046137372,0.0193798449612403,0.104651162790698,0,0,258,9,32,40,61,58,26,23,9,0.0348837209302326,0.124031007751938,0.155038759689922,0.236434108527132,0.224806201550388,0.10077519379845,0.0891472868217054,0.0348837209302326,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Sweetness","Sweetness.sm","Sweetness","dance-double","Easy",2,1.20861898261907,2.25280023068679,0.0272108843537415,0,0,0,147,9,14,18,31,34,15,19,7,0.0612244897959184,0.0952380952380952,0.122448979591837,0.210884353741497,0.231292517006803,0.102040816326531,0.129251700680272,0.0476190476190476,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Spring of Everything","Spring of Everything.sm","Spring of Everything","dance-double","Challenge",10,5.16845071587256,17.6000563201825,0.0743405275779376,0.0479616306954436,0.0167865707434053,0,834,65,112,92,154,141,112,95,63,0.0779376498800959,0.134292565947242,0.11031175059952,0.184652278177458,0.169064748201439,0.134292565947242,0.113908872901679,0.0755395683453237,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Sick","sick.sm","S!ck","dance-double","Challenge",11,5.73711659433466,17.70005487017,0.0236593059936909,0.288643533123028,0.00630914826498423,0,634,32,74,63,141,153,69,66,36,0.0504731861198738,0.116719242902208,0.0993690851735016,0.222397476340694,0.241324921135647,0.108832807570978,0.10410094637224,0.056782334384858,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Sick","sick.sm","S!ck","dance-double","Hard",8,4.2983129058501,11.7999669600931,0.0610526315789474,0.0631578947368421,0,0,475,18,57,60,104,115,54,43,24,0.0378947368421053,0.12,0.126315789473684,0.218947368421053,0.242105263157895,0.113684210526316,0.0905263157894737,0.0505263157894737,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Sick","sick.sm","S!ck","dance-double","Medium",6,2.98687500746719,5.90001829005692,0.0617283950617284,0,0,0,324,10,33,32,67,85,39,38,20,0.0308641975308642,0.101851851851852,0.0987654320987654,0.20679012345679,0.262345679012346,0.12037037037037,0.117283950617284,0.0617283950617284,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Sick","sick.sm","S!ck","dance-double","Easy",4,2.4856481588886,5.90001829005692,0.0146520146520147,0.0549450549450549,0,0,273,15,25,37,62,62,31,29,12,0.0549450549450549,0.0915750915750916,0.135531135531136,0.227106227106227,0.227106227106227,0.113553113553114,0.106227106227106,0.043956043956044,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Shady Business","Shady Business.sm","Shady Business","dance-double","Challenge",9,4.57283955133669,12.8001638420968,0.0518358531317495,0.0388768898488121,0,0,463,29,53,53,103,105,51,44,25,0.0626349892008639,0.114470842332613,0.114470842332613,0.222462203023758,0.226781857451404,0.110151187904968,0.0950323974082073,0.0539956803455724,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Shady Business","Shady Business.sm","Shady Business","dance-double","Hard",8,3.70133333333333,8.53336974237748,0.0144092219020173,0.109510086455331,0,0,347,10,41,47,75,79,36,39,20,0.0288184438040346,0.118155619596542,0.135446685878963,0.216138328530259,0.227665706051873,0.103746397694524,0.112391930835735,0.0576368876080692,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Shady Business","Shady Business.sm","Shady Business","dance-double","Medium",5,2.72,4.26666666666667,0.0196078431372549,0,0,0,255,10,29,34,67,60,29,18,8,0.0392156862745098,0.113725490196078,0.133333333333333,0.262745098039216,0.235294117647059,0.113725490196078,0.0705882352941176,0.0313725490196078,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Shady Business","Shady Business.sm","Shady Business","dance-double","Easy",3,1.67466666666667,2.13333333333333,0.0127388535031847,0,0,0,157,12,14,23,34,35,16,14,9,0.0764331210191083,0.089171974522293,0.146496815286624,0.21656050955414,0.222929936305732,0.101910828025478,0.089171974522293,0.0573248407643312,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Run Run Run","run run run.sm","Run Run Run","dance-double","Challenge",12,8.48163170460563,13.963945093768,0.0352673492605233,0,0,0,879,58,96,93,218,203,95,82,34,0.0659840728100114,0.109215017064846,0.10580204778157,0.248009101251422,0.23094425483504,0.108077360637088,0.093287827076223,0.0386803185437998,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Run Run Run","run run run.sm","Run Run Run","dance-double","Hard",9,5.39389320008481,11.8470779182313,0.0161001788908766,0.0196779964221825,0,0,559,20,78,82,133,129,44,48,25,0.035778175313059,0.13953488372093,0.146690518783542,0.237924865831843,0.230769230769231,0.0787119856887299,0.0858676207513417,0.0447227191413238,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Run Run Run","run run run.sm","Run Run Run","dance-double","Medium",6,3.58949601150545,5.89497512320508,0,0,0,0,372,11,37,43,94,94,40,43,10,0.0295698924731183,0.0994623655913978,0.115591397849462,0.252688172043011,0.252688172043011,0.10752688172043,0.115591397849462,0.0268817204301075,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Run Run Run","run run run.sm","Run Run Run","dance-double","Easy",3,1.6789578118332,5.86666823111147,0.00574712643678161,0,0.0114942528735632,0,174,7,16,22,39,41,21,20,8,0.0402298850574713,0.0919540229885057,0.126436781609195,0.224137931034483,0.235632183908046,0.120689655172414,0.114942528735632,0.0459770114942529,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Roppongi EVOLVED ver.D","Roppongi.sm","Roppongi EVOLVED ver.D","dance-double","Challenge",12,6.56862745098039,11.3333711112374,0.0671641791044776,0,0,0,670,21,85,61,159,150,90,77,27,0.0313432835820896,0.126865671641791,0.091044776119403,0.237313432835821,0.223880597014925,0.134328358208955,0.114925373134328,0.0402985074626866,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Roppongi EVOLVED ver.D","Roppongi.sm","Roppongi EVOLVED ver.D","dance-double","Hard",10,5.15686274509804,11.3333711112374,0.0209125475285171,0.142585551330798,0,0,526,9,70,71,129,125,61,49,12,0.0171102661596958,0.133079847908745,0.134980988593156,0.245247148288973,0.237642585551331,0.115969581749049,0.0931558935361217,0.0228136882129278,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Roppongi EVOLVED ver.D","Roppongi.sm","Roppongi EVOLVED ver.D","dance-double","Medium",8,4.09803921568627,11.3333711112374,0.0239234449760766,0.0143540669856459,0,0,418,9,52,47,96,98,59,39,18,0.0215311004784689,0.124401913875598,0.11244019138756,0.229665071770335,0.23444976076555,0.141148325358852,0.0933014354066986,0.0430622009569378,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Roppongi EVOLVED ver.D","Roppongi.sm","Roppongi EVOLVED ver.D","dance-double","Easy",4,2.27450980392157,5.66668555561869,0.00862068965517241,0.00431034482758621,0,0,232,7,23,20,54,56,33,32,7,0.0301724137931035,0.0991379310344828,0.0862068965517241,0.232758620689655,0.241379310344828,0.142241379310345,0.137931034482759,0.0301724137931035,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Rice and Curry","Rice and Curry.sm","Rice & Curry","dance-double","Challenge",10,5.5241935493771,9.13333759555785,0.0740740740740741,0,0,0,675,32,73,81,157,155,86,63,28,0.0474074074074074,0.108148148148148,0.12,0.232592592592593,0.22962962962963,0.127407407407407,0.0933333333333333,0.0414814814814815,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Rice and Curry","Rice and Curry.sm","Rice & Curry","dance-double","Hard",8,3.65824372825417,9.13333759555785,0.0425055928411633,0.0693512304250559,0,0,447,15,57,62,108,101,45,41,18,0.0335570469798658,0.12751677852349,0.138702460850112,0.241610738255034,0.225950782997763,0.100671140939597,0.0917225950782998,0.0402684563758389,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Rice and Curry","Rice and Curry.sm","Rice & Curry","dance-double","Medium",5,2.27514934329901,4.56666879777892,0.0107913669064748,0.244604316546763,0,0,278,13,26,43,66,67,26,28,9,0.0467625899280576,0.0935251798561151,0.154676258992806,0.237410071942446,0.241007194244604,0.0935251798561151,0.100719424460432,0.0323741007194245,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Rice and Curry","Rice and Curry.sm","Rice & Curry","dance-double","Easy",2,1.17031063342359,2.28333439888946,0,0,0,0,143,10,11,20,33,35,14,15,5,0.0699300699300699,0.0769230769230769,0.13986013986014,0.230769230769231,0.244755244755245,0.0979020979020979,0.104895104895105,0.034965034965035,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Planet Wisp - Classic","Planet Wisp - Classic.sm","Planet Wisp","dance-double","Challenge",10,6.29502686056779,19.3333848890263,0.021671826625387,0.00619195046439629,0.00619195046439629,0,646,38,76,75,153,143,73,55,33,0.0588235294117647,0.117647058823529,0.11609907120743,0.236842105263158,0.221362229102167,0.113003095975232,0.0851393188854489,0.0510835913312694,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Planet Wisp - Classic","Planet Wisp - Classic.sm","Planet Wisp","dance-double","Hard",9,4.19018815796308,9.66669244451317,0.0116279069767442,0.134883720930233,0,0,430,8,54,41,102,110,49,44,22,0.0186046511627907,0.125581395348837,0.0953488372093023,0.237209302325581,0.255813953488372,0.113953488372093,0.102325581395349,0.0511627906976744,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Planet Wisp - Classic","Planet Wisp - Classic.sm","Planet Wisp","dance-double","Medium",6,3.08904568854487,4.8333462222566,0.0315457413249211,0,0,0,317,7,41,35,67,84,34,36,13,0.0220820189274448,0.129337539432177,0.110410094637224,0.211356466876972,0.264984227129338,0.107255520504732,0.113564668769716,0.0410094637223975,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Planet Wisp - Classic","Planet Wisp - Classic.sm","Planet Wisp","dance-double","Easy",3,1.47143816709866,2.41666727083349,0,0,0,0,151,3,20,18,35,39,14,17,5,0.0198675496688742,0.132450331125828,0.119205298013245,0.231788079470199,0.258278145695364,0.0927152317880795,0.112582781456954,0.033112582781457,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Oosanbashi","Oosanbashi.sm","Oosanbashi","dance-double","Challenge",10,5.1677852557092,11.2000896007181,0.0345454545454545,0.289090909090909,0,0,550,21,57,75,129,127,68,49,24,0.0381818181818182,0.103636363636364,0.136363636363636,0.234545454545455,0.230909090909091,0.123636363636364,0.0890909090909091,0.0436363636363636,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Oosanbashi","Oosanbashi.sm","Oosanbashi","dance-double","Hard",8,3.62684565218864,5.60001344003254,0.0569948186528497,0,0,0,386,14,35,58,89,92,42,37,19,0.0362694300518135,0.0906735751295337,0.150259067357513,0.230569948186528,0.238341968911917,0.10880829015544,0.0958549222797927,0.0492227979274611,
"C:\Games\StepMania 5\Songs\Sudziosis 4\Oosanbashi","Oosanbashi.sm","Oosanbashi","dance-double","Medium",5,2.5932886010468,5.60001344003254,0,0.177536231884058,0,0,276,10,25,36,65,69,27,34,10,0.036231884057971,0.0905797101449275,0.130434782608696,0.235507246376812,0.25,0.0978260869565217,0.123188405797101,0.036231884057971,
